# Robotarm 2D scan with the following settings:
# scan_size=0.3, 
# scan_step=0.02, 
# n_meas=5.0, 
# nudge=0.0 
n_meas,xreal,yreal,zreal,x,y,z,col,row,power,err_power
5.0,-0.040255341635326486,-0.2999232911261528,0.1395972181364024,-0.03999999999999976,-0.3,0.0,0.0,0.0,1.1279999999999998e-09,1.1099549540409299e-11
5.0,-0.019966218266823252,-0.2999753642175453,0.1395385353448768,-0.01999999999999974,-0.3,0.0,1.0,0.0,1.06e-09,0.0
5.0,-5.8261967187486774e-05,-0.29998471000236476,0.13954557096723624,2.7755575615628914e-16,-0.3,0.0,2.0,0.0,1.06e-09,0.0
5.0,0.020011949450861696,-0.30000319626935246,0.13956719675560436,0.020000000000000295,-0.3,0.0,3.0,0.0,1.05e-09,0.0
5.0,0.040017713539361885,-0.2999877300008734,0.13956997378911173,0.04000000000000031,-0.3,0.0,4.0,0.0,9.76e-10,2.1908902300206566e-12
5.0,-0.12003942803169325,-0.27993999184124824,0.139749556169614,-0.11999999999999983,-0.27999999999999997,0.0,5.0,0.0,1.17e-09,0.0
5.0,-0.0999110196673352,-0.28013430326887984,0.1396346492540813,-0.09999999999999981,-0.27999999999999997,0.0,6.0,0.0,1.17e-09,0.0
5.0,-0.07995532021518575,-0.2799117044445952,0.1396353000634688,-0.0799999999999998,-0.27999999999999997,0.0,7.0,0.0,1.22e-09,0.0
5.0,-0.06000035061350841,-0.28011761345776004,0.13954660988951917,-0.059999999999999776,-0.27999999999999997,0.0,8.0,0.0,1.2e-09,0.0
5.0,-0.040049790218064124,-0.2799816272444152,0.13957595248613497,-0.03999999999999976,-0.27999999999999997,0.0,9.0,0.0,1.252e-09,1.7888543819998254e-12
5.0,-0.019943202818659106,-0.2799420879034865,0.1395193764782625,-0.01999999999999974,-0.27999999999999997,0.0,10.0,0.0,1.25e-09,0.0
5.0,-1.3692316135488491e-05,-0.27998926588700934,0.13955593852060516,2.7755575615628914e-16,-0.27999999999999997,0.0,11.0,0.0,1.27e-09,0.0
5.0,0.019961277811505654,-0.2800048125425605,0.1395874152798816,0.020000000000000295,-0.27999999999999997,0.0,12.0,0.0,1.232e-09,1.7888543819998254e-12
5.0,0.040001260736898456,-0.27999238534691584,0.13959330484233218,0.04000000000000031,-0.27999999999999997,0.0,13.0,0.0,1.1819999999999998e-09,1.7888543819998254e-12
5.0,0.06004153195688376,-0.27996938330838184,0.1396366763500297,0.06000000000000033,-0.27999999999999997,0.0,14.0,0.0,1.136e-09,2.1908902300206566e-12
5.0,0.07995310645695529,-0.2800457257813166,0.13956684964314053,0.08000000000000035,-0.27999999999999997,0.0,15.0,0.0,1.062e-09,1.7888543819998254e-12
5.0,0.10004482218760012,-0.2799369123380707,0.13957496376729162,0.10000000000000037,-0.27999999999999997,0.0,16.0,0.0,1.012e-09,1.7888543819998254e-12
5.0,0.11996333862978688,-0.2800518557415741,0.13959839821249403,0.12000000000000038,-0.27999999999999997,0.0,17.0,0.0,9.44e-10,2.1908902300206566e-12
5.0,-0.13998168014432327,-0.25994992294694597,0.13974647333389073,-0.13999999999999985,-0.25999999999999995,0.0,18.0,0.0,1.26e-09,2.8284271247461802e-12
5.0,-0.1199462159860007,-0.2600545356897709,0.13963478368732896,-0.11999999999999983,-0.25999999999999995,0.0,19.0,0.0,1.354e-09,2.1908902300206566e-12
5.0,-0.10002743082395119,-0.2599970670901326,0.13960550358942364,-0.09999999999999981,-0.25999999999999995,0.0,20.0,0.0,1.4180000000000003e-09,1.7888543819998254e-12
5.0,-0.0799578935040268,-0.2599358197022966,0.13960759508566195,-0.0799999999999998,-0.25999999999999995,0.0,21.0,0.0,1.498e-09,1.7888543819998254e-12
5.0,-0.060056219355415684,-0.2601266951143196,0.1395130547609627,-0.059999999999999776,-0.25999999999999995,0.0,22.0,0.0,1.49e-09,0.0
5.0,-0.03998469145696251,-0.25988045794313697,0.13950466576513215,-0.03999999999999976,-0.25999999999999995,0.0,23.0,0.0,1.5200000000000001e-09,9.248160396692428e-26
5.0,-0.020006678915471435,-0.25995719029003916,0.13955093030063187,-0.01999999999999974,-0.25999999999999995,0.0,24.0,0.0,1.51e-09,0.0
5.0,1.5767285590231883e-05,-0.2600850365003401,0.13947360618636223,2.7755575615628914e-16,-0.25999999999999995,0.0,25.0,0.0,1.53e-09,0.0
5.0,0.01995718467251785,-0.25999495305444664,0.1394795267508333,0.020000000000000295,-0.25999999999999995,0.0,26.0,0.0,1.51e-09,0.0
5.0,0.04000982970195126,-0.25995167650888834,0.1394681036593487,0.04000000000000031,-0.25999999999999995,0.0,27.0,0.0,1.41e-09,2.8284271247462097e-12
5.0,0.060024403496775305,-0.25989530707166153,0.13950219852685614,0.06000000000000033,-0.25999999999999995,0.0,28.0,0.0,1.354e-09,2.1908902300206566e-12
5.0,0.07993225813328013,-0.26010317462944776,0.13945276360020248,0.08000000000000035,-0.25999999999999995,0.0,29.0,0.0,1.286e-09,2.1908902300207023e-12
5.0,0.10000221590757953,-0.2599113146392935,0.13948458191438445,0.10000000000000037,-0.25999999999999995,0.0,30.0,0.0,1.1920000000000002e-09,1.7888543819998252e-12
5.0,0.1199902541218686,-0.2599637232106699,0.13946250848748548,0.12000000000000038,-0.25999999999999995,0.0,0.0,1.0,1.15e-09,0.0
5.0,0.1400084972108756,-0.2599630064352943,0.13939981191035244,0.1400000000000004,-0.25999999999999995,0.0,1.0,1.0,1.058e-09,3.346640106136291e-12
5.0,-0.1800432272295297,-0.24040844636660658,0.1397522993593377,-0.17999999999999988,-0.23999999999999994,0.0,2.0,1.0,1.274e-09,4.560701700396565e-12
5.0,-0.15994100942004164,-0.2399357859279414,0.13967707357484455,-0.15999999999999986,-0.23999999999999994,0.0,3.0,1.0,1.344e-09,2.1908902300207023e-12
5.0,-0.13997527085860473,-0.2400160697584356,0.13964373314726536,-0.13999999999999985,-0.23999999999999994,0.0,4.0,1.0,1.456e-09,2.1908902300206566e-12
5.0,-0.12005301692077143,-0.23995106324933246,0.13959110089397686,-0.11999999999999983,-0.23999999999999994,0.0,5.0,1.0,1.63e-09,2.8284271247461802e-12
5.0,-0.10001678098905525,-0.2399689806646037,0.13956512819744482,-0.09999999999999981,-0.23999999999999994,0.0,6.0,1.0,1.672e-09,1.7888543819998254e-12
5.0,-0.07993610332137492,-0.24003830230410172,0.1394908479559696,-0.0799999999999998,-0.23999999999999994,0.0,7.0,1.0,1.7739999999999999e-09,2.1908902300206566e-12
5.0,-0.05998352616932371,-0.23998032086619475,0.13944088033740032,-0.059999999999999776,-0.23999999999999994,0.0,8.0,1.0,1.7699999999999999e-09,9.248160396692428e-26
5.0,-0.03998898204450303,-0.24003354592840898,0.1394244255816275,-0.03999999999999976,-0.23999999999999994,0.0,9.0,1.0,1.8399999999999998e-09,9.248160396692428e-26
5.0,-0.02002600657473426,-0.23992752077497503,0.13942152429769472,-0.01999999999999974,-0.23999999999999994,0.0,10.0,1.0,1.83e-09,0.0
5.0,2.30441469270537e-06,-0.23994964915002565,0.13943012635940383,2.7755575615628914e-16,-0.23999999999999994,0.0,11.0,1.0,1.78e-09,0.0
5.0,0.01994857447247668,-0.23997127644754312,0.1394718566045291,0.020000000000000295,-0.23999999999999994,0.0,12.0,1.0,1.7319999999999998e-09,1.7888543819998254e-12
5.0,0.040039698037771784,-0.239951076409882,0.13946679434197773,0.04000000000000031,-0.23999999999999994,0.0,13.0,1.0,1.6799999999999998e-09,9.248160396692428e-26
5.0,0.06005388794883813,-0.23999928659621667,0.1394570353661192,0.06000000000000033,-0.23999999999999994,0.0,14.0,1.0,1.602e-09,1.7888543819998254e-12
5.0,0.07995418021282046,-0.23999562181417983,0.13944667083465495,0.08000000000000035,-0.23999999999999994,0.0,15.0,1.0,1.534e-09,2.1908902300206566e-12
5.0,0.1000710946216981,-0.24004892173762504,0.139436344206937,0.10000000000000037,-0.23999999999999994,0.0,16.0,1.0,1.4340000000000002e-09,2.1908902300206566e-12
5.0,0.11992741736898048,-0.23999955454202448,0.1394498445093777,0.12000000000000038,-0.23999999999999994,0.0,17.0,1.0,1.3420000000000001e-09,1.7888543819998623e-12
5.0,0.13995033779555066,-0.2399384348959117,0.13946082389154574,0.1400000000000004,-0.23999999999999994,0.0,18.0,1.0,1.2e-09,2.8284271247461802e-12
5.0,0.16002090698449467,-0.2400313430382371,0.13940562556339192,0.16000000000000042,-0.23999999999999994,0.0,19.0,1.0,1.096e-09,2.1908902300206566e-12
5.0,0.17996087261252947,-0.23983470436685955,0.13942256638660172,0.18000000000000044,-0.23999999999999994,0.0,20.0,1.0,1.0180000000000002e-09,3.346640106136291e-12
5.0,-0.19995378218181847,-0.22041593708103258,0.13968007133687388,-0.1999999999999999,-0.21999999999999992,0.0,21.0,1.0,1.402e-09,5.2153619241621416e-12
5.0,-0.17996625353407047,-0.2201389253815637,0.13953257020271775,-0.17999999999999988,-0.21999999999999992,0.0,22.0,1.0,1.438e-09,1.7888543819998254e-12
5.0,-0.16000630097277913,-0.2199667062323062,0.13957572007403773,-0.15999999999999986,-0.21999999999999992,0.0,23.0,1.0,1.546e-09,2.1908902300206566e-12
5.0,-0.1400205263363168,-0.21991270636388666,0.13957210848645046,-0.13999999999999985,-0.21999999999999992,0.0,24.0,1.0,1.688e-09,1.7888543819998254e-12
5.0,-0.11998371127103787,-0.22005330147649088,0.1395012138218738,-0.11999999999999983,-0.21999999999999992,0.0,25.0,1.0,1.792e-09,1.7888543819998254e-12
5.0,-0.09995501253321441,-0.21999048604739602,0.13945021405161528,-0.09999999999999981,-0.21999999999999992,0.0,26.0,1.0,1.9760000000000002e-09,2.190890230020702e-12
5.0,-0.07999532775739336,-0.2199617592699728,0.13937038903065896,-0.0799999999999998,-0.21999999999999992,0.0,27.0,1.0,2.02e-09,0.0
5.0,-0.060027926175198774,-0.22009062619021946,0.1392498237221224,-0.059999999999999776,-0.21999999999999992,0.0,28.0,1.0,2.05e-09,0.0
5.0,-0.0400398355363962,-0.21990421001465882,0.13918762384919653,-0.03999999999999976,-0.21999999999999992,0.0,29.0,1.0,2.126e-09,2.1908902300206114e-12
5.0,-0.020017018539047263,-0.21998894471341152,0.13913136979025215,-0.01999999999999974,-0.21999999999999992,0.0,30.0,1.0,2.13e-09,0.0
5.0,-1.7372530242087958e-05,-0.21994591887903253,0.13912974417013324,2.7755575615628914e-16,-0.21999999999999992,0.0,0.0,2.0,2.068e-09,3.3466401061363005e-12
5.0,0.019969881621260024,-0.21991665788820436,0.13915029550210561,0.020000000000000295,-0.21999999999999992,0.0,1.0,2.0,2.07e-09,0.0
5.0,0.04000707551098044,-0.2200106317036506,0.13913040812162641,0.04000000000000031,-0.21999999999999992,0.0,2.0,2.0,2.004e-09,2.1908902300206114e-12
5.0,0.06003326211798958,-0.21998789171215843,0.1391075265039381,0.06000000000000033,-0.21999999999999992,0.0,3.0,2.0,1.904e-09,2.1908902300206114e-12
5.0,0.07996710444775561,-0.22001137384858727,0.1390986960683061,0.08000000000000035,-0.21999999999999992,0.0,4.0,2.0,1.7740000000000003e-09,2.1908902300206566e-12
5.0,0.10004601321287325,-0.21988528012922137,0.13907288381506128,0.10000000000000037,-0.21999999999999992,0.0,5.0,2.0,1.614e-09,4.560701700396536e-12
5.0,0.11995210881878311,-0.2199746090950373,0.13908666323043206,0.12000000000000038,-0.21999999999999992,0.0,6.0,2.0,1.56e-09,0.0
5.0,0.13997308434058353,-0.21997989212860042,0.1390504776186669,0.1400000000000004,-0.21999999999999992,0.0,7.0,2.0,1.3839999999999998e-09,4.560701700396536e-12
5.0,0.15999270636478158,-0.22000486185623025,0.13897144013730228,0.16000000000000042,-0.21999999999999992,0.0,8.0,2.0,1.258e-09,3.346640106136291e-12
5.0,0.1799721458168042,-0.21995130829113618,0.13897246535023972,0.18000000000000044,-0.21999999999999992,0.0,9.0,2.0,1.134e-09,2.1908902300206566e-12
5.0,0.20001870797847698,-0.22003090985459767,0.13893479549062143,0.20000000000000046,-0.21999999999999992,0.0,10.0,2.0,1.002e-09,3.346640106136291e-12
5.0,-0.22005738361238975,-0.2001822273771594,0.1396618015478992,-0.21999999999999992,-0.1999999999999999,0.0,11.0,2.0,1.35e-09,6.3245553203367766e-12
5.0,-0.19990996137654254,-0.20006335032991762,0.13958320051817924,-0.1999999999999999,-0.1999999999999999,0.0,12.0,2.0,1.444e-09,3.5777087639996508e-12
5.0,-0.17999469402567791,-0.20000288882456246,0.13946258553150243,-0.17999999999999988,-0.1999999999999999,0.0,13.0,2.0,1.62e-09,3.999999999999986e-12
5.0,-0.1600160676417937,-0.19985126328276587,0.1394937083562368,-0.15999999999999986,-0.1999999999999999,0.0,14.0,2.0,1.756e-09,2.1908902300206566e-12
5.0,-0.1399456162112721,-0.19996976019906393,0.13939641193520774,-0.13999999999999985,-0.1999999999999999,0.0,15.0,2.0,1.9520000000000003e-09,5.932958789676499e-12
5.0,-0.12002249290755501,-0.20003610902822216,0.13933551461174581,-0.11999999999999983,-0.1999999999999999,0.0,16.0,2.0,2.018e-09,1.7888543819998623e-12
5.0,-0.09997992881141074,-0.20001718573729066,0.1392960529159057,-0.09999999999999981,-0.1999999999999999,0.0,17.0,2.0,2.222e-09,5.932958789676559e-12
5.0,-0.07996349442876297,-0.1999632023264034,0.13926972422402384,-0.0799999999999998,-0.1999999999999999,0.0,18.0,2.0,2.2979999999999997e-09,1.7888543819997882e-12
5.0,-0.06001508977988467,-0.2000037992026566,0.13920234191204578,-0.059999999999999776,-0.1999999999999999,0.0,19.0,2.0,2.36e-09,0.0
5.0,-0.040063665817194394,-0.20005136292884068,0.13914293795796606,-0.03999999999999976,-0.1999999999999999,0.0,20.0,2.0,2.5120000000000004e-09,3.3466401061363005e-12
5.0,-0.019979873448882093,-0.199971678914602,0.13911146127948232,-0.01999999999999974,-0.1999999999999999,0.0,21.0,2.0,2.498e-09,1.7888543819998623e-12
5.0,1.5212368963013478e-05,-0.1999274583007135,0.1391356196669053,2.7755575615628914e-16,-0.1999999999999999,0.0,22.0,2.0,2.476e-09,2.1908902300207023e-12
5.0,0.01997573813254984,-0.1999707789759499,0.139141682217855,0.020000000000000295,-0.1999999999999999,0.0,23.0,2.0,2.338e-09,3.3466401061363005e-12
5.0,0.04000350495634651,-0.1999589226795821,0.13911762593407279,0.04000000000000031,-0.1999999999999999,0.0,24.0,2.0,2.24e-09,0.0
5.0,0.06006028001275514,-0.2000587228476316,0.1390566043378696,0.06000000000000033,-0.1999999999999999,0.0,25.0,2.0,2.1519999999999996e-09,1.7888543819998628e-12
5.0,0.07995215486858905,-0.19993000536314615,0.1390765963723537,0.08000000000000035,-0.1999999999999999,0.0,26.0,2.0,2.028e-09,3.3466401061362803e-12
5.0,0.09999790176561694,-0.19996992164992888,0.13903666254420982,0.10000000000000037,-0.1999999999999999,0.0,27.0,2.0,1.874e-09,4.560701700396547e-12
5.0,0.1199720840776783,-0.20006593933023537,0.13900210259343876,0.12000000000000038,-0.1999999999999999,0.0,28.0,2.0,1.76e-09,2.8284271247462097e-12
5.0,0.13993447118068447,-0.199996605143535,0.13898076888887695,0.1400000000000004,-0.1999999999999999,0.0,29.0,2.0,1.6259999999999998e-09,2.1908902300206566e-12
5.0,0.15997776696132082,-0.20003473913008152,0.13895808608900356,0.16000000000000042,-0.1999999999999999,0.0,30.0,2.0,1.4679999999999999e-09,3.34664010613633e-12
5.0,0.1799486865122722,-0.19991861934402527,0.1389359696694844,0.18000000000000044,-0.1999999999999999,0.0,0.0,3.0,1.318e-09,3.346640106136291e-12
5.0,0.19998558337341477,-0.2000906155933853,0.13886641688247042,0.20000000000000046,-0.1999999999999999,0.0,1.0,3.0,1.17e-09,2.8284271247462097e-12
5.0,0.22004787009604887,-0.2000208134735112,0.13886053737326787,0.22000000000000047,-0.1999999999999999,0.0,2.0,3.0,1e-09,2.8284271247461802e-12
5.0,-0.24011601068846405,-0.18007747374073624,0.13956370677403052,-0.23999999999999994,-0.17999999999999988,0.0,3.0,3.0,1.296e-09,9.633275663033839e-12
5.0,-0.21998416482770222,-0.18010306449514046,0.13948749667410837,-0.21999999999999992,-0.17999999999999988,0.0,4.0,3.0,1.43e-09,3.999999999999986e-12
5.0,-0.19994151152551104,-0.1800401624053914,0.13939812691608539,-0.1999999999999999,-0.17999999999999988,0.0,5.0,3.0,1.6079999999999998e-09,5.215361924162101e-12
5.0,-0.17997135464240266,-0.1799078264346825,0.13936337235584006,-0.17999999999999988,-0.17999999999999988,0.0,6.0,3.0,1.812e-09,3.346640106136291e-12
5.0,-0.1600179193282008,-0.18009473022448208,0.13929431529035213,-0.15999999999999986,-0.17999999999999988,0.0,7.0,3.0,1.958e-09,3.3466401061362807e-12
5.0,-0.13996963833677428,-0.17980596701820667,0.1393183045936795,-0.13999999999999985,-0.17999999999999988,0.0,8.0,3.0,2.0920000000000002e-09,3.3466401061363594e-12
5.0,-0.11998782537387591,-0.17999161365834865,0.13930780150237776,-0.11999999999999983,-0.17999999999999988,0.0,9.0,3.0,2.27e-09,4.898979485566372e-12
5.0,-0.10003718868441018,-0.18005224864420427,0.13920141200512687,-0.09999999999999981,-0.17999999999999988,0.0,10.0,3.0,2.39e-09,0.0
5.0,-0.07998773601352677,-0.17998517737404646,0.13909365899414,-0.0799999999999998,-0.17999999999999988,0.0,11.0,3.0,2.6199999999999996e-09,6.324555320336736e-12
5.0,-0.060029966096800794,-0.18000033647082414,0.13907005518052362,-0.059999999999999776,-0.17999999999999988,0.0,12.0,3.0,2.754e-09,2.1908902300207023e-12
5.0,-0.04002602444479565,-0.18004880520029554,0.13901513479387828,-0.03999999999999976,-0.17999999999999988,0.0,13.0,3.0,2.82e-09,0.0
5.0,-0.020013962721252096,-0.1799835369100813,0.13896278745308965,-0.01999999999999974,-0.17999999999999988,0.0,14.0,3.0,2.82e-09,0.0
5.0,5.604882492252217e-05,-0.17991028473114518,0.13895219904909833,2.7755575615628914e-16,-0.17999999999999988,0.0,15.0,3.0,2.8859999999999998e-09,2.1908902300207023e-12
