# Time (s)	Meas (W)
1668683847.7574036	5.78e-09
1668683847.783345	5.75e-09
1668683847.8504314	5.73e-09
1668683847.9163227	5.71e-09
1668683847.9832873	5.7e-09
1668683848.050424	5.68e-09
1668683848.1164172	5.68e-09
1668683848.1834078	5.67e-09
1668683848.2494154	5.66e-09
1668683848.316403	5.66e-09
1668683848.3834207	5.66e-09
1668683848.4494228	5.65e-09
1668683848.5164165	5.65e-09
1668683848.5833988	5.65e-09
1668683848.6493976	5.65e-09
1668683848.716408	5.65e-09
1668683848.7834115	5.65e-09
1668683848.84942	5.65e-09
1668683848.916398	5.65e-09
1668683848.9834177	5.65e-09
1668683849.0494168	5.65e-09
1668683849.1164012	5.65e-09
1668683849.1834157	5.65e-09
1668683849.2494142	5.65e-09
1668683849.3163898	5.65e-09
1668683849.3834214	5.65e-09
1668683849.449417	5.65e-09
1668683849.5164032	5.65e-09
1668683849.5834136	5.65e-09
1668683849.6494248	5.65e-09
1668683849.7163963	5.65e-09
1668683849.7824168	5.65e-09
1668683849.8494096	5.64e-09
1668683849.9164007	5.65e-09
1668683849.9824018	5.65e-09
1668683850.0494208	5.65e-09
1668683850.1163964	5.65e-09
1668683850.1824172	5.65e-09
1668683850.2494195	5.65e-09
1668683850.3163912	5.64e-09
1668683850.3824131	5.65e-09
1668683850.449411	5.65e-09
1668683850.5163956	5.64e-09
1668683850.582406	5.64e-09
1668683850.6494055	5.64e-09
1668683850.716392	5.64e-09
