# Time (s)	Meas (W)
1668683963.69265	2.15e-09
1668683963.7596292	2.14e-09
1668683963.8256166	2.14e-09
1668683963.8926222	2.14e-09
1668683963.959607	2.13e-09
1668683964.0256236	2.13e-09
1668683964.0926156	2.13e-09
1668683964.1586258	2.13e-09
1668683964.2256172	2.13e-09
1668683964.2926402	2.13e-09
1668683964.3586352	2.13e-09
1668683964.425653	2.13e-09
1668683964.4926305	2.13e-09
1668683964.5586371	2.13e-09
1668683964.6256256	2.13e-09
1668683964.6925945	2.13e-09
1668683964.758631	2.13e-09
1668683964.8256319	2.12e-09
1668683964.892585	2.12e-09
1668683964.9586222	2.12e-09
1668683965.0256143	2.13e-09
1668683965.0925684	2.13e-09
1668683965.1585805	2.13e-09
1668683965.2255912	2.12e-09
1668683965.2925947	2.12e-09
1668683965.3586223	2.12e-09
1668683965.425607	2.12e-09
1668683965.4929483	2.13e-09
1668683965.5586333	2.13e-09
1668683965.6256077	2.12e-09
1668683965.6926208	2.13e-09
1668683965.7586112	2.13e-09
1668683965.8256154	2.13e-09
1668683965.8916104	2.12e-09
1668683965.958621	2.12e-09
1668683966.0256448	2.12e-09
1668683966.0916483	2.12e-09
1668683966.1586325	2.12e-09
1668683966.2256374	2.13e-09
1668683966.2916298	2.13e-09
1668683966.3586314	2.13e-09
1668683966.4255896	2.13e-09
1668683966.4916184	2.13e-09
1668683966.5586185	2.13e-09
1668683966.6256177	2.13e-09
1668683966.6916254	2.13e-09
