# Time (s)	Meas (W)
1668683985.087662	2.67e-09
1668683985.154661	2.67e-09
1668683985.2217104	2.67e-09
1668683985.2876725	2.67e-09
1668683985.3546526	2.67e-09
1668683985.421667	2.67e-09
1668683985.487656	2.67e-09
1668683985.5546436	2.67e-09
1668683985.6216614	2.67e-09
1668683985.687658	2.67e-09
1668683985.7546148	2.67e-09
1668683985.821649	2.67e-09
1668683985.8876526	2.67e-09
1668683985.9546204	2.67e-09
1668683986.0216615	2.67e-09
1668683986.0876706	2.67e-09
1668683986.154615	2.67e-09
1668683986.2216601	2.67e-09
1668683986.2876706	2.67e-09
1668683986.354612	2.67e-09
1668683986.4206583	2.67e-09
1668683986.4876492	2.67e-09
1668683986.5547252	2.67e-09
1668683986.6206648	2.67e-09
1668683986.6876745	2.67e-09
1668683986.754666	2.67e-09
1668683986.820645	2.67e-09
1668683986.8876624	2.67e-09
1668683986.9546728	2.67e-09
1668683987.0206597	2.67e-09
1668683987.087665	2.67e-09
1668683987.1546576	2.67e-09
1668683987.2206585	2.67e-09
1668683987.2876601	2.67e-09
1668683987.3546653	2.67e-09
1668683987.4206617	2.67e-09
1668683987.4876602	2.67e-09
1668683987.554669	2.67e-09
1668683987.6206672	2.67e-09
1668683987.6876626	2.67e-09
1668683987.7546575	2.67e-09
1668683987.8206606	2.67e-09
1668683987.8876603	2.67e-09
1668683987.954661	2.67e-09
1668683988.0206664	2.67e-09
1668683988.087657	2.67e-09
