# Time (s)	Meas (W)
1668683787.7963343	3.15e-09
1668683787.8622575	3.14e-09
1668683787.9293168	3.14e-09
1668683787.995317	3.13e-09
1668683788.0623252	3.13e-09
1668683788.1293132	3.12e-09
1668683788.195319	3.12e-09
1668683788.2623076	3.12e-09
1668683788.3292952	3.12e-09
1668683788.3953164	3.12e-09
1668683788.4623299	3.11e-09
1668683788.5293064	3.11e-09
1668683788.5953174	3.11e-09
1668683788.662323	3.11e-09
1668683788.7293162	3.11e-09
1668683788.7953255	3.11e-09
1668683788.8623257	3.11e-09
1668683788.9292974	3.11e-09
1668683788.9953275	3.11e-09
1668683789.0623245	3.11e-09
1668683789.129299	3.11e-09
1668683789.1953275	3.11e-09
1668683789.2623155	3.11e-09
1668683789.329288	3.11e-09
1668683789.3953347	3.11e-09
1668683789.4623246	3.11e-09
1668683789.528303	3.11e-09
1668683789.595316	3.11e-09
1668683789.6623206	3.11e-09
1668683789.728297	3.11e-09
1668683789.7953272	3.11e-09
1668683789.8623245	3.11e-09
1668683789.9283009	3.11e-09
1668683789.9953153	3.11e-09
1668683790.0623758	3.11e-09
1668683790.128307	3.11e-09
1668683790.1953185	3.11e-09
1668683790.262316	3.11e-09
1668683790.3282812	3.11e-09
1668683790.3953207	3.11e-09
1668683790.4623601	3.11e-09
1668683790.5283248	3.11e-09
1668683790.5953255	3.11e-09
1668683790.662316	3.11e-09
1668683790.7285197	3.11e-09
1668683790.7953281	3.11e-09
