# Time (s)	Meas (W)
1668683893.2074196	2e-09
1668683893.2404928	1.99e-09
1668683893.3075151	1.98e-09
1668683893.3734615	1.97e-09
1668683893.4405408	1.97e-09
1668683893.507482	1.97e-09
1668683893.5734975	1.96e-09
1668683893.640526	1.96e-09
1668683893.707527	1.96e-09
1668683893.7734952	1.96e-09
1668683893.8404756	1.96e-09
1668683893.9074876	1.96e-09
1668683893.9734833	1.95e-09
1668683894.0404613	1.95e-09
1668683894.1075118	1.95e-09
1668683894.1735036	1.95e-09
1668683894.2404597	1.95e-09
1668683894.3064888	1.95e-09
1668683894.3734832	1.95e-09
1668683894.4404743	1.95e-09
1668683894.506492	1.95e-09
1668683894.5734894	1.95e-09
1668683894.6413832	1.95e-09
1668683894.706542	1.95e-09
1668683894.7735138	1.95e-09
1668683894.84048	1.95e-09
1668683894.9064908	1.95e-09
1668683894.9734845	1.95e-09
1668683895.0405006	1.95e-09
1668683895.106535	1.95e-09
1668683895.1734996	1.95e-09
1668683895.2404988	1.95e-09
1668683895.3064976	1.95e-09
1668683895.3735068	1.95e-09
1668683895.4404836	1.95e-09
1668683895.5064847	1.95e-09
1668683895.5735326	1.95e-09
1668683895.640511	1.95e-09
1668683895.706525	1.95e-09
1668683895.7735064	1.95e-09
1668683895.840499	1.95e-09
1668683895.9064953	1.95e-09
1668683895.9734921	1.95e-09
1668683896.0394986	1.95e-09
1668683896.1064918	1.95e-09
1668683896.1735003	1.95e-09
