# Time (s)	Meas (W)
1668683953.258576	1.62e-09
1668683953.2945943	1.61e-09
1668683953.3616064	1.6e-09
1668683953.4276216	1.6e-09
1668683953.4946115	1.6e-09
1668683953.5616055	1.6e-09
1668683953.6276023	1.59e-09
1668683953.6945891	1.59e-09
1668683953.7615898	1.59e-09
1668683953.8275893	1.59e-09
1668683953.89459	1.59e-09
1668683953.9616003	1.59e-09
1668683954.027609	1.59e-09
1668683954.094599	1.59e-09
1668683954.1615975	1.59e-09
1668683954.227583	1.59e-09
1668683954.2946048	1.59e-09
1668683954.3615892	1.59e-09
1668683954.4275753	1.59e-09
1668683954.494609	1.59e-09
1668683954.5616188	1.59e-09
1668683954.6276076	1.59e-09
1668683954.6946185	1.59e-09
1668683954.7606034	1.59e-09
1668683954.8275783	1.59e-09
1668683954.8945882	1.59e-09
1668683954.9605412	1.59e-09
1668683955.027627	1.59e-09
1668683955.0946343	1.59e-09
1668683955.1606102	1.59e-09
1668683955.22762	1.59e-09
1668683955.2946074	1.59e-09
1668683955.3606052	1.59e-09
1668683955.4276268	1.59e-09
1668683955.4945998	1.59e-09
1668683955.5606172	1.59e-09
1668683955.627635	1.59e-09
1668683955.6946113	1.59e-09
1668683955.7606063	1.59e-09
1668683955.8276021	1.59e-09
1668683955.8945987	1.59e-09
1668683955.960612	1.59e-09
1668683956.0275977	1.59e-09
1668683956.0946214	1.59e-09
1668683956.1606128	1.59e-09
1668683956.2275639	1.59e-09
