# Time (s)	Meas (W)
1668683882.6003985	3.32e-09
1668683882.6424608	3.31e-09
1668683882.7094784	3.29e-09
1668683882.7763891	3.28e-09
1668683882.8424642	3.28e-09
1668683882.9094584	3.27e-09
1668683882.9764917	3.27e-09
1668683883.0425045	3.26e-09
1668683883.1095212	3.26e-09
1668683883.175471	3.26e-09
1668683883.2424386	3.25e-09
1668683883.3094687	3.25e-09
1668683883.3755093	3.25e-09
1668683883.4425097	3.25e-09
1668683883.5095048	3.25e-09
1668683883.57551	3.25e-09
1668683883.6425033	3.25e-09
1668683883.7094393	3.25e-09
1668683883.7754726	3.25e-09
1668683883.8425202	3.25e-09
1668683883.9094317	3.25e-09
1668683883.975465	3.25e-09
1668683884.0424733	3.25e-09
1668683884.109475	3.25e-09
1668683884.1754391	3.25e-09
1668683884.2424757	3.25e-09
1668683884.3094928	3.25e-09
1668683884.375453	3.25e-09
1668683884.4424765	3.25e-09
1668683884.5094771	3.25e-09
1668683884.5754516	3.25e-09
1668683884.642509	3.25e-09
1668683884.7093995	3.25e-09
1668683884.7754123	3.25e-09
1668683884.8425367	3.25e-09
1668683884.9084578	3.25e-09
1668683884.9755054	3.25e-09
1668683885.0424042	3.25e-09
1668683885.1084769	3.25e-09
1668683885.1754615	3.25e-09
1668683885.2424746	3.25e-09
1668683885.3084745	3.25e-09
1668683885.3754568	3.25e-09
1668683885.4424412	3.25e-09
1668683885.508466	3.25e-09
1668683885.5754573	3.25e-09
