# Time (s)	Meas (W)
1668683872.9923375	1.077e-08
1668683873.0444596	1.077e-08
1668683873.111466	1.076e-08
1668683873.1783845	1.076e-08
1668683873.2444537	1.075e-08
1668683873.3114636	1.075e-08
1668683873.3784528	1.075e-08
1668683873.444451	1.075e-08
1668683873.5114706	1.075e-08
1668683873.577438	1.074e-08
1668683873.6444716	1.075e-08
1668683873.7114809	1.075e-08
1668683873.7774823	1.074e-08
1668683873.84446	1.075e-08
1668683873.911468	1.074e-08
1668683873.977985	1.074e-08
1668683874.0444643	1.074e-08
1668683874.1114707	1.074e-08
1668683874.177459	1.074e-08
1668683874.2444441	1.074e-08
1668683874.3114624	1.074e-08
1668683874.3774695	1.074e-08
1668683874.4444692	1.074e-08
1668683874.5114646	1.074e-08
1668683874.5774565	1.074e-08
1668683874.644462	1.074e-08
1668683874.7114768	1.074e-08
1668683874.7774549	1.074e-08
1668683874.8444455	1.074e-08
1668683874.9114583	1.074e-08
1668683874.97746	1.074e-08
1668683875.0444562	1.074e-08
1668683875.111463	1.074e-08
1668683875.1774602	1.074e-08
1668683875.2444572	1.074e-08
1668683875.3104637	1.074e-08
1668683875.3774388	1.074e-08
1668683875.4444478	1.074e-08
1668683875.5104358	1.074e-08
1668683875.577453	1.074e-08
1668683875.644462	1.074e-08
1668683875.7103395	1.074e-08
1668683875.7773585	1.074e-08
1668683875.8444364	1.074e-08
1668683875.9103768	1.074e-08
1668683875.9773967	1.074e-08
