# Robotarm 2D scan with the following settings:
# scan_size=0.3, 
# scan_step=0.02, 
# n_meas=10.0, 
# nudge=0.0 
n_meas,xreal,yreal,zreal,x,y,z,col,row,power,err_power
10.0,-0.040387004461330075,-0.2998894531330333,0.13953059861327138,-0.03999999999999976,-0.3,0.0,0.0,0.0,1.0779999999999998e-09,8.099382692526629e-12
10.0,-0.020038745099705477,-0.2999658248622648,0.1394991788283439,-0.01999999999999974,-0.3,0.0,1.0,0.0,1.0499999999999999e-09,6.539436930002088e-26
10.0,4.291468209709215e-05,-0.2999857719794794,0.13952677027077803,2.7755575615628914e-16,-0.3,0.0,2.0,0.0,1.0499999999999999e-09,6.539436930002088e-26
10.0,0.01999919294020329,-0.3000175693433281,0.13956157953269316,0.020000000000000295,-0.3,0.0,3.0,0.0,1.04e-09,0.0
10.0,0.04001723893138297,-0.3000248536022898,0.1395516974764362,0.04000000000000031,-0.3,0.0,4.0,0.0,9.6e-10,0.0
10.0,-0.11994645224812547,-0.27981241875019325,0.13964881357205228,-0.11999999999999983,-0.27999999999999997,0.0,5.0,0.0,1.16e-09,0.0
10.0,-0.09993221251152631,-0.28016900164032443,0.13952248449036997,-0.09999999999999981,-0.27999999999999997,0.0,6.0,0.0,1.16e-09,0.0
10.0,-0.08002074351212633,-0.27997022843427943,0.1394867305899105,-0.0799999999999998,-0.27999999999999997,0.0,7.0,0.0,1.2100000000000002e-09,6.539436930002088e-26
10.0,-0.06003263619817783,-0.2800802227422746,0.1394370590131156,-0.059999999999999776,-0.27999999999999997,0.0,8.0,0.0,1.181e-09,9.486832980505104e-13
10.0,-0.04001587503858016,-0.2800348652089012,0.1394302505851926,-0.03999999999999976,-0.27999999999999997,0.0,9.0,0.0,1.24e-09,0.0
10.0,-0.019956867948323992,-0.27995353146586044,0.13938297246470138,-0.01999999999999974,-0.27999999999999997,0.0,10.0,0.0,1.24e-09,0.0
10.0,4.053089532787824e-06,-0.2799968813425741,0.13941687115139834,2.7755575615628914e-16,-0.27999999999999997,0.0,11.0,0.0,1.2559999999999998e-09,1.5491933384829613e-12
10.0,0.01993382822459501,-0.28000013111830413,0.13944904106888273,0.020000000000000295,-0.27999999999999997,0.0,12.0,0.0,1.2140000000000002e-09,1.5491933384829613e-12
10.0,0.039987817005939855,-0.279995115911931,0.13942881853207628,0.04000000000000031,-0.27999999999999997,0.0,13.0,0.0,1.16e-09,0.0
10.0,0.060057928302513094,-0.27996796756254916,0.13941643004652166,0.06000000000000033,-0.27999999999999997,0.0,14.0,0.0,1.121e-09,9.486832980505104e-13
10.0,0.07997565375534908,-0.2800565286315535,0.1393857717956168,0.08000000000000035,-0.27999999999999997,0.0,15.0,0.0,1.045e-09,1.5811388300842168e-12
10.0,0.10002510077652867,-0.2799393830358773,0.13934364665341642,0.10000000000000037,-0.27999999999999997,0.0,16.0,0.0,9.96e-10,1.5491933384829613e-12
10.0,0.12000246199096275,-0.28007276836102013,0.1393175007888005,0.12000000000000038,-0.27999999999999997,0.0,17.0,0.0,9.279999999999999e-10,2.3664319132398488e-12
10.0,-0.13998258439981437,-0.2598058672972876,0.13952753250112765,-0.13999999999999985,-0.25999999999999995,0.0,18.0,0.0,1.246e-09,2.5298221281346945e-12
10.0,-0.11996471107307419,-0.26007222795164714,0.13942481260597256,-0.11999999999999983,-0.25999999999999995,0.0,19.0,0.0,1.3370000000000002e-09,2.4698178070456963e-12
