# Robotarm 2D scan with the following settings:
# scan_size=0.3, 
# scan_step=0.01, 
# n_meas=10.0, 
# nudge=0.0 
time,n_meas,xreal,yreal,zreal,x,y,z,col,row,power,err_power
1669821965.6683617,10.0,-0.05043834285504101,-0.2999085796859914,0.1396497237317461,-0.04999999999999977,-0.3,0.0,0.0,0.0,3.6699999999999997e-10,3.7684214201705196e-11
1669821967.6942623,10.0,-0.039985383867542454,-0.29999410452872294,0.13959983122273023,-0.03999999999999976,-0.3,0.0,1.0,0.0,2.5000000000000007e-10,1.634859232500522e-26
1669821969.6065216,10.0,-0.030006076605979315,-0.30007542198691817,0.13965545216424374,-0.02999999999999975,-0.3,0.0,2.0,0.0,2.41e-10,9.486832980505153e-13
1669821971.4862924,10.0,-0.02005045299459679,-0.300027588271407,0.1395921364478142,-0.01999999999999974,-0.3,0.0,3.0,0.0,2.4e-10,0.0
1669821973.4854438,10.0,-0.009954439519267166,-0.30004128768086236,0.13961197717557233,-0.009999999999999731,-0.3,0.0,4.0,0.0,2.4e-10,0.0
1669821975.421431,10.0,-0.0001110417311855072,-0.29998314388646363,0.13961253639011773,2.7755575615628914e-16,-0.3,0.0,5.0,0.0,2.2999999999999998e-10,8.17429616250261e-27
1669821977.3441045,10.0,0.010106575403940943,-0.30002716372002136,0.1396897877223311,0.010000000000000286,-0.3,0.0,6.0,0.0,2.2999999999999998e-10,8.17429616250261e-27
1669821979.2502282,10.0,0.019897053040815058,-0.30000290041645117,0.1396137952450317,0.020000000000000295,-0.3,0.0,7.0,0.0,2.2999999999999998e-10,8.17429616250261e-27
1669821981.161647,10.0,0.03008958493772408,-0.30005377791513166,0.13964352020519644,0.030000000000000304,-0.3,0.0,8.0,0.0,2.2e-10,0.0
1669821983.2900472,10.0,0.0400081744113434,-0.2999935773581245,0.1396618460369244,0.04000000000000031,-0.3,0.0,9.0,0.0,2.2e-10,0.0
1669821985.1964722,10.0,0.04997035384292124,-0.29996348777490844,0.13963516930657371,0.05000000000000032,-0.3,0.0,10.0,0.0,2.0999999999999997e-10,8.17429616250261e-27
1669821990.640252,10.0,-0.09008862770196994,-0.2898165412375316,0.13983093849504757,-0.0899999999999998,-0.29,0.0,11.0,0.0,2.6e-10,0.0
1669821992.5688298,10.0,-0.07978493654927496,-0.2901346457611407,0.13950927313131045,-0.0799999999999998,-0.29,0.0,12.0,0.0,2.6e-10,0.0
1669821994.482627,10.0,-0.07007755463060926,-0.28994791658850333,0.13960534495315313,-0.06999999999999978,-0.29,0.0,13.0,0.0,2.6e-10,0.0
1669821996.399144,10.0,-0.0600201287182933,-0.28999830472201626,0.1396051744308895,-0.059999999999999776,-0.29,0.0,14.0,0.0,2.6e-10,0.0
1669821998.3166816,10.0,-0.049981125323956224,-0.2900245464688629,0.13960477614382144,-0.04999999999999977,-0.29,0.0,15.0,0.0,2.6e-10,0.0
1669822000.234069,10.0,-0.04005083172140607,-0.29005163497227715,0.13963175469610895,-0.03999999999999976,-0.29,0.0,16.0,0.0,2.6e-10,0.0
1669822002.2507927,10.0,-0.029962963359911776,-0.290025735739517,0.13965129317438763,-0.02999999999999975,-0.29,0.0,17.0,0.0,2.5200000000000006e-10,1.2649110640673472e-12
1669822004.1635478,10.0,-0.02009144772339258,-0.2899732016135384,0.1396141458363097,-0.01999999999999974,-0.29,0.0,18.0,0.0,2.5000000000000007e-10,1.634859232500522e-26
1669822006.0776932,10.0,-0.00993501517648021,-0.29001865732738447,0.1396200619160457,-0.009999999999999731,-0.29,0.0,19.0,0.0,2.5000000000000007e-10,1.634859232500522e-26
1669822008.0408752,10.0,-0.00012141559247387523,-0.29004499590387267,0.13964735670023343,2.7755575615628914e-16,-0.29,0.0,20.0,0.0,2.41e-10,9.486832980505153e-13
1669822010.0218332,10.0,0.01012472275115997,-0.28996711331943625,0.13964974084377735,0.010000000000000286,-0.29,0.0,21.0,0.0,2.4e-10,0.0
1669822011.9448788,10.0,0.01981073783309982,-0.29003179551471775,0.1396189167558594,0.020000000000000295,-0.29,0.0,22.0,0.0,2.4e-10,0.0
1669822013.8549542,10.0,0.030052276519960244,-0.2900127674754275,0.1396454808053068,0.030000000000000304,-0.29,0.0,23.0,0.0,2.2999999999999998e-10,8.17429616250261e-27
1669822015.7716045,10.0,0.03994637309516395,-0.29002275061841926,0.13965670418833348,0.04000000000000031,-0.29,0.0,24.0,0.0,2.2899999999999998e-10,9.486832980505153e-13
1669822017.7033753,10.0,0.049967909183108936,-0.2900189260371597,0.13958724112297471,0.05000000000000032,-0.29,0.0,25.0,0.0,2.2e-10,0.0
1669822019.6051338,10.0,0.06010126101248418,-0.28995428934017836,0.13967051968159389,0.06000000000000033,-0.29,0.0,26.0,0.0,2.13e-10,1.4491376746189425e-12
1669822021.522655,10.0,0.06995212915962533,-0.2900294941146978,0.13965242205106493,0.07000000000000034,-0.29,0.0,27.0,0.0,2.0999999999999997e-10,8.17429616250261e-27
1669822023.4354506,10.0,0.0799986525799276,-0.2899928638667864,0.139649427184955,0.08000000000000035,-0.29,0.0,28.0,0.0,2e-10,0.0
1669822025.355083,10.0,0.09005238618776283,-0.2900002223854462,0.13967340214170476,0.09000000000000036,-0.29,0.0,29.0,0.0,1.9600000000000002e-10,1.5491933384829691e-12
1669822030.8928113,10.0,-0.11994266199249846,-0.27974349323359177,0.14012280084826756,-0.11999999999999983,-0.27999999999999997,0.0,30.0,0.0,2.5000000000000007e-10,1.634859232500522e-26
1669822032.8573442,10.0,-0.1100487828077909,-0.2801460169241804,0.13953065164289913,-0.10999999999999982,-0.27999999999999997,0.0,31.0,0.0,2.6e-10,0.0
1669822034.7260656,10.0,-0.09986308682505977,-0.28004790779246647,0.13962290849866077,-0.09999999999999981,-0.27999999999999997,0.0,32.0,0.0,2.6e-10,0.0
1669822036.6407468,10.0,-0.09007743163886628,-0.27996222180229935,0.13959304698044628,-0.0899999999999998,-0.27999999999999997,0.0,33.0,0.0,2.7e-10,0.0
1669822038.5591352,10.0,-0.07991738302812208,-0.28001591903419176,0.1395813929623569,-0.0799999999999998,-0.27999999999999997,0.0,34.0,0.0,2.7e-10,0.0
1669822040.4733076,10.0,-0.0699641119844977,-0.28006962373201283,0.13961660662701836,-0.06999999999999978,-0.27999999999999997,0.0,35.0,0.0,2.7e-10,0.0
1669822042.4963315,10.0,-0.0600458390920226,-0.2800009353283558,0.1396574675050669,-0.059999999999999776,-0.27999999999999997,0.0,36.0,0.0,2.7e-10,0.0
1669822044.4119775,10.0,-0.0499253154503789,-0.28005216104322517,0.13962105547209497,-0.04999999999999977,-0.27999999999999997,0.0,37.0,0.0,2.7e-10,0.0
1669822046.3279345,10.0,-0.04006805242139279,-0.2799976255526556,0.13968915639623736,-0.03999999999999976,-0.27999999999999997,0.0,38.0,0.0,2.7e-10,0.0
1669822048.236485,10.0,-0.029951183680306734,-0.2799906402814983,0.1396306076954446,-0.02999999999999975,-0.27999999999999997,0.0,39.0,0.0,2.7e-10,0.0
1669822050.1581295,10.0,-0.020039222652632013,-0.2799936010042606,0.1396301941114509,-0.01999999999999974,-0.27999999999999997,0.0,40.0,0.0,2.6e-10,0.0
1669822052.0700033,10.0,-0.009965147838651697,-0.280010341524049,0.13967498017039037,-0.009999999999999731,-0.27999999999999997,0.0,41.0,0.0,2.6e-10,0.0
1669822053.9866607,10.0,-5.910915525712823e-05,-0.28005744389934806,0.13966255402889405,2.7755575615628914e-16,-0.27999999999999997,0.0,42.0,0.0,2.6e-10,0.0
1669822055.9015493,10.0,0.010063734741403915,-0.27994420967520817,0.13967368195008684,0.010000000000000286,-0.27999999999999997,0.0,43.0,0.0,2.5000000000000007e-10,1.634859232500522e-26
1669822057.8276787,10.0,0.01993862774992898,-0.28001512965012954,0.13966595858212993,0.020000000000000295,-0.27999999999999997,0.0,44.0,0.0,2.5000000000000007e-10,1.634859232500522e-26
1669822059.7346783,10.0,0.030013825452552975,-0.28001507755203114,0.13964763591458818,0.030000000000000304,-0.27999999999999997,0.0,45.0,0.0,2.4e-10,0.0
1669822061.649627,10.0,0.03998648055741903,-0.27999676181588534,0.13964265282766847,0.04000000000000031,-0.27999999999999997,0.0,46.0,0.0,2.39e-10,9.486832980505128e-13
1669822063.565745,10.0,0.049923474167025986,-0.2800481721440611,0.13963960019177557,0.05000000000000032,-0.27999999999999997,0.0,47.0,0.0,2.2999999999999998e-10,8.17429616250261e-27
1669822065.4783933,10.0,0.06006648066972527,-0.27998933716862884,0.13964968404677225,0.06000000000000033,-0.27999999999999997,0.0,48.0,0.0,2.2e-10,0.0
1669822067.4010084,10.0,0.07006385331169383,-0.2799896548746598,0.1396330253319591,0.07000000000000034,-0.27999999999999997,0.0,49.0,0.0,2.2e-10,0.0
1669822069.3108432,10.0,0.07989117363695823,-0.28004607986676355,0.13962923741150346,0.08000000000000035,-0.27999999999999997,0.0,50.0,0.0,2.0999999999999997e-10,8.17429616250261e-27
1669822071.2287285,10.0,0.09006068178904668,-0.28002106556813955,0.13962125099815953,0.09000000000000036,-0.27999999999999997,0.0,51.0,0.0,2e-10,0.0
1669822073.1373663,10.0,0.10001253665153285,-0.27998028215610454,0.13962500201447764,0.10000000000000037,-0.27999999999999997,0.0,52.0,0.0,2e-10,0.0
1669822075.0603507,10.0,0.10991519023943529,-0.2800067921032842,0.1397019559191408,0.11000000000000038,-0.27999999999999997,0.0,53.0,0.0,1.9000000000000002e-10,8.17429616250261e-27
1669822076.9850342,10.0,0.11988389774937856,-0.28007383443076894,0.1396228036103797,0.12000000000000038,-0.27999999999999997,0.0,54.0,0.0,1.8e-10,0.0
1669822082.8627007,10.0,-0.13995394721765309,-0.269549410096153,0.14019269536777007,-0.13999999999999985,-0.26999999999999996,0.0,55.0,0.0,2.5000000000000007e-10,1.634859232500522e-26
1669822084.7453823,10.0,-0.12998033832342315,-0.2701006263878312,0.1395351771004048,-0.12999999999999984,-0.26999999999999996,0.0,56.0,0.0,2.6e-10,0.0
1669822086.6628962,10.0,-0.11991784102339544,-0.2699768615900703,0.13963687593382273,-0.11999999999999983,-0.26999999999999996,0.0,57.0,0.0,2.6e-10,0.0
1669822088.5848892,10.0,-0.11006580836061361,-0.27005048447668234,0.13956532413815237,-0.10999999999999982,-0.26999999999999996,0.0,58.0,0.0,2.7e-10,0.0
1669822090.498048,10.0,-0.09988285128735212,-0.2699791121537007,0.13966032272871381,-0.09999999999999981,-0.26999999999999996,0.0,59.0,0.0,2.7e-10,0.0
1669822092.4192154,10.0,-0.09004525554922614,-0.2700876657471874,0.1395819163034529,-0.0899999999999998,-0.26999999999999996,0.0,60.0,0.0,2.7999999999999996e-10,1.634859232500522e-26
1669822094.3307395,10.0,-0.07987581665299194,-0.27004218412276554,0.139576505136223,-0.0799999999999998,-0.26999999999999996,0.0,0.0,1.0,2.7999999999999996e-10,1.634859232500522e-26
1669822096.2497811,10.0,-0.07009624730640264,-0.2700043420715174,0.13959965954936293,-0.06999999999999978,-0.26999999999999996,0.0,1.0,1.0,2.7999999999999996e-10,1.634859232500522e-26
1669822098.160589,10.0,-0.06006962142211978,-0.27001027946334555,0.1396191510701551,-0.059999999999999776,-0.26999999999999996,0.0,2.0,1.0,2.82e-10,1.2649110640673472e-12
1669822100.0744636,10.0,-0.049907185613847035,-0.27004057785031926,0.1396003036067075,-0.04999999999999977,-0.26999999999999996,0.0,3.0,1.0,2.81e-10,9.486832980505104e-13
1669822102.0097177,10.0,-0.04011433827125571,-0.270009199975408,0.13961892302524814,-0.03999999999999976,-0.26999999999999996,0.0,4.0,1.0,2.7999999999999996e-10,1.634859232500522e-26
1669822103.9149058,10.0,-0.029883115109247377,-0.27000831099181677,0.13959979403190487,-0.02999999999999975,-0.26999999999999996,0.0,5.0,1.0,2.7999999999999996e-10,1.634859232500522e-26
1669822105.8287058,10.0,-0.02010188423328388,-0.26996509882352826,0.13962198300515072,-0.01999999999999974,-0.26999999999999996,0.0,6.0,1.0,2.7999999999999996e-10,1.634859232500522e-26
1669822107.7791374,10.0,-0.009906170582917664,-0.2700573004471375,0.13964586406249485,-0.009999999999999731,-0.26999999999999996,0.0,7.0,1.0,2.72e-10,1.2649110640673539e-12
1669822109.659025,10.0,-0.0001169549657154545,-0.26998874097336506,0.13964034313193885,2.7755575615628914e-16,-0.26999999999999996,0.0,8.0,1.0,2.7e-10,0.0
1669822111.5734625,10.0,0.010121478245240609,-0.2700298715636479,0.1396598130797848,0.010000000000000286,-0.26999999999999996,0.0,9.0,1.0,2.6499999999999996e-10,1.5811388300841923e-12
1669822113.4947305,10.0,0.01984541500891486,-0.2700384208202745,0.13963835433463173,0.020000000000000295,-0.26999999999999996,0.0,10.0,1.0,2.6e-10,0.0
1669822115.4143746,10.0,0.030142915517579097,-0.26997529302958645,0.13963703728029464,0.030000000000000304,-0.26999999999999996,0.0,11.0,1.0,2.5200000000000006e-10,1.2649110640673472e-12
1669822117.3325012,10.0,0.040001340302935326,-0.2700189645919837,0.13963459295085895,0.04000000000000031,-0.26999999999999996,0.0,12.0,1.0,2.5000000000000007e-10,1.634859232500522e-26
1669822119.239926,10.0,0.04992365484611992,-0.2700609500442698,0.13963894749583583,0.05000000000000032,-0.26999999999999996,0.0,13.0,1.0,2.4e-10,0.0
1669822121.155786,10.0,0.060099191700236324,-0.27003504682546486,0.13969474226104672,0.06000000000000033,-0.26999999999999996,0.0,14.0,1.0,2.2999999999999998e-10,8.17429616250261e-27
1669822123.0615926,10.0,0.06994618677643592,-0.26995751108561483,0.13965287710827512,0.07000000000000034,-0.26999999999999996,0.0,15.0,1.0,2.2799999999999996e-10,1.2649110640673539e-12
1669822124.995896,10.0,0.07998488897650059,-0.26999568848836714,0.13963688402786822,0.08000000000000035,-0.26999999999999996,0.0,16.0,1.0,2.2e-10,0.0
1669822126.9053092,10.0,0.09001813809173674,-0.27008799038259934,0.13961020263252344,0.09000000000000036,-0.26999999999999996,0.0,17.0,1.0,2.0999999999999997e-10,8.17429616250261e-27
1669822128.819631,10.0,0.10001839267163219,-0.2700724637825521,0.13963813048032825,0.10000000000000037,-0.26999999999999996,0.0,18.0,1.0,2.0099999999999998e-10,9.486832980505128e-13
1669822130.7446594,10.0,0.10992817520097377,-0.2699583516067009,0.13963916952664002,0.11000000000000038,-0.26999999999999996,0.0,19.0,1.0,2e-10,0.0
1669822132.6904523,10.0,0.1198721917976474,-0.2700458092813468,0.13962743752425594,0.12000000000000038,-0.26999999999999996,0.0,20.0,1.0,1.9000000000000002e-10,8.17429616250261e-27
1669822134.57508,10.0,0.1299919086524482,-0.2700793095653885,0.13963919131290536,0.1300000000000004,-0.26999999999999996,0.0,21.0,1.0,1.8e-10,0.0
1669822136.4916916,10.0,0.1400175112611114,-0.26997756812133133,0.13965542868383096,0.1400000000000004,-0.26999999999999996,0.0,22.0,1.0,1.7400000000000002e-10,1.5491933384829653e-12
1669822142.3387737,10.0,-0.15000482144785177,-0.25936545499486685,0.1404393152079949,-0.14999999999999986,-0.25999999999999995,0.0,23.0,1.0,2.5000000000000007e-10,1.634859232500522e-26
1669822144.161909,10.0,-0.1399635018533925,-0.2602385527755494,0.13940099909444875,-0.13999999999999985,-0.25999999999999995,0.0,24.0,1.0,2.6e-10,0.0
1669822146.0829456,10.0,-0.1300051129374714,-0.25990994828832215,0.1396619221319041,-0.12999999999999984,-0.25999999999999995,0.0,25.0,1.0,2.7e-10,0.0
1669822147.9855087,10.0,-0.11989632484998916,-0.26008715731809895,0.13955420303669946,-0.11999999999999983,-0.25999999999999995,0.0,26.0,1.0,2.76e-10,1.5491933384829696e-12
1669822149.9156609,10.0,-0.11004254128151157,-0.25997089228965764,0.13964699237900013,-0.10999999999999982,-0.25999999999999995,0.0,27.0,1.0,2.7999999999999996e-10,1.634859232500522e-26
1669822151.8452477,10.0,-0.0999258332935887,-0.26001513077600097,0.13960706041246712,-0.09999999999999981,-0.25999999999999995,0.0,28.0,1.0,2.82e-10,1.2649110640673472e-12
1669822153.7626772,10.0,-0.09001288734141813,-0.2600267451394066,0.13975174944715107,-0.0899999999999998,-0.25999999999999995,0.0,29.0,1.0,2.9e-10,0.0
1669822155.678302,10.0,-0.07991046209210738,-0.25993618916326494,0.1395946051621536,-0.0799999999999998,-0.25999999999999995,0.0,30.0,1.0,2.9e-10,0.0
1669822157.6195667,10.0,-0.06994512279058854,-0.2600887538245575,0.13959089123741175,-0.06999999999999978,-0.25999999999999995,0.0,31.0,1.0,3.0000000000000005e-10,1.634859232500522e-26
1669822159.5007079,10.0,-0.06000850359785347,-0.26002496219480364,0.13959505249027604,-0.059999999999999776,-0.25999999999999995,0.0,32.0,1.0,3.0000000000000005e-10,1.634859232500522e-26
1669822161.4284809,10.0,-0.049905292569730655,-0.26004285142566164,0.13960526092654635,-0.04999999999999977,-0.25999999999999995,0.0,33.0,1.0,3.0000000000000005e-10,1.634859232500522e-26
1669822163.3472638,10.0,-0.04009839754847448,-0.25996147159898264,0.1396832602543272,-0.03999999999999976,-0.25999999999999995,0.0,34.0,1.0,3.1e-10,0.0
1669822165.2643044,10.0,-0.029919160586106677,-0.26002840649168085,0.1396254252510255,-0.02999999999999975,-0.25999999999999995,0.0,35.0,1.0,3.1700000000000004e-10,1.4491376746189388e-12
1669822167.1759863,10.0,-0.020067279741339053,-0.260053995797877,0.13963822675310877,-0.01999999999999974,-0.25999999999999995,0.0,36.0,1.0,3.2000000000000003e-10,1.634859232500522e-26
1669822169.1081073,10.0,-0.00997829908956642,-0.26005767235737354,0.1396490375859818,-0.009999999999999731,-0.25999999999999995,0.0,37.0,1.0,3.2000000000000003e-10,1.634859232500522e-26
1669822171.019628,10.0,-4.758175144146948e-05,-0.25998334559454267,0.13966695710869437,2.7755575615628914e-16,-0.25999999999999995,0.0,38.0,1.0,3.2000000000000003e-10,1.634859232500522e-26
1669822172.9770572,10.0,0.010019786675735387,-0.26000922988583686,0.13967995853210297,0.010000000000000286,-0.25999999999999995,0.0,39.0,1.0,3.18e-10,1.2649110640673472e-12
1669822174.9518342,10.0,0.019929343132826086,-0.2599980874200143,0.13964458789246315,0.020000000000000295,-0.25999999999999995,0.0,40.0,1.0,3.0899999999999997e-10,9.486832980505155e-13
1669822176.8720806,10.0,0.030079639192024707,-0.2600334410970426,0.13962120566706915,0.030000000000000304,-0.25999999999999995,0.0,41.0,1.0,2.9e-10,0.0
1669822178.7942967,10.0,0.04001115583706104,-0.2599865500366886,0.13962114414922988,0.04000000000000031,-0.25999999999999995,0.0,42.0,1.0,2.7600000000000003e-10,1.5491933384829696e-12
1669822180.7016613,10.0,0.049904622286671016,-0.25995828415745914,0.13968333570374242,0.05000000000000032,-0.25999999999999995,0.0,43.0,1.0,2.6e-10,0.0
1669822182.630808,10.0,0.060064697372798,-0.26002096584899304,0.13961892719755303,0.06000000000000033,-0.25999999999999995,0.0,44.0,1.0,2.5000000000000007e-10,1.634859232500522e-26
1669822184.6266224,10.0,0.07003080552798392,-0.2600781216058492,0.1396411667413966,0.07000000000000034,-0.25999999999999995,0.0,45.0,1.0,2.4e-10,0.0
1669822186.5466015,10.0,0.07989715013796138,-0.26006925038339757,0.13962517119553675,0.08000000000000035,-0.25999999999999995,0.0,46.0,1.0,2.2999999999999998e-10,8.17429616250261e-27
1669822188.4581008,10.0,0.090045274962564,-0.2599620081387749,0.13963462468814147,0.09000000000000036,-0.25999999999999995,0.0,47.0,1.0,2.2e-10,0.0
1669822190.379957,10.0,0.09998505298315018,-0.2599979561892695,0.13968217981088815,0.10000000000000037,-0.25999999999999995,0.0,48.0,1.0,2.0999999999999997e-10,8.17429616250261e-27
